,Time,GSR
483,01-12-2021 15:27:26.479000,0.4727542
484,01-12-2021 15:27:26.729000,0.4727542
485,01-12-2021 15:27:26.979000,0.471473
486,01-12-2021 15:27:27.229000,0.4727542
487,01-12-2021 15:27:27.479000,0.471473
488,01-12-2021 15:27:27.729000,0.4689107
489,01-12-2021 15:27:27.979000,0.4701919
490,01-12-2021 15:27:28.229000,0.4689107
491,01-12-2021 15:27:28.479000,0.4689107
492,01-12-2021 15:27:28.729000,0.4701919
493,01-12-2021 15:27:28.979000,0.4701919
494,01-12-2021 15:27:29.229000,0.471473
495,01-12-2021 15:27:29.479000,0.4689107
496,01-12-2021 15:27:29.729000,0.4689107
497,01-12-2021 15:27:29.979000,0.4689107
498,01-12-2021 15:27:30.229000,0.4689107
499,01-12-2021 15:27:30.479000,0.4689107
500,01-12-2021 15:27:30.729000,0.4689107
501,01-12-2021 15:27:30.979000,0.4689107
502,01-12-2021 15:27:31.229000,0.4689107
503,01-12-2021 15:27:31.479000,0.4689107
504,01-12-2021 15:27:31.729000,0.4689107
505,01-12-2021 15:27:31.979000,0.4676295
506,01-12-2021 15:27:32.229000,0.4701919
507,01-12-2021 15:27:32.479000,0.4701919
508,01-12-2021 15:27:32.729000,0.4701919
509,01-12-2021 15:27:32.979000,0.4689107
510,01-12-2021 15:27:33.229000,0.4689107
511,01-12-2021 15:27:33.479000,0.4689107
512,01-12-2021 15:27:33.729000,0.471473
513,01-12-2021 15:27:33.979000,0.4689107
514,01-12-2021 15:27:34.229000,0.4676295
515,01-12-2021 15:27:34.479000,0.4663484
516,01-12-2021 15:27:34.729000,0.4663484
517,01-12-2021 15:27:34.979000,0.4663484
518,01-12-2021 15:27:35.229000,0.4676295
519,01-12-2021 15:27:35.479000,0.4650671
520,01-12-2021 15:27:35.729000,0.4663484
521,01-12-2021 15:27:35.979000,0.4663484
522,01-12-2021 15:27:36.229000,0.4650671
523,01-12-2021 15:27:36.479000,0.4663484
524,01-12-2021 15:27:36.729000,0.4663484
525,01-12-2021 15:27:36.979000,0.4676295
526,01-12-2021 15:27:37.229000,0.4676295
527,01-12-2021 15:27:37.479000,0.4676295
528,01-12-2021 15:27:37.729000,0.4689107
529,01-12-2021 15:27:37.979000,0.4689107
530,01-12-2021 15:27:38.229000,0.4689107
531,01-12-2021 15:27:38.479000,0.4689107
532,01-12-2021 15:27:38.729000,0.4689107
533,01-12-2021 15:27:38.979000,0.4689107
534,01-12-2021 15:27:39.229000,0.4676295
535,01-12-2021 15:27:39.479000,0.4676295
536,01-12-2021 15:27:39.729000,0.4689107
537,01-12-2021 15:27:39.979000,0.4689107
538,01-12-2021 15:27:40.229000,0.4663484
539,01-12-2021 15:27:40.479000,0.4663484
540,01-12-2021 15:27:40.729000,0.4650671
541,01-12-2021 15:27:40.979000,0.4650671
542,01-12-2021 15:27:41.229000,0.4650671
543,01-12-2021 15:27:41.479000,0.463786
544,01-12-2021 15:27:41.729000,0.4650671
545,01-12-2021 15:27:41.979000,0.463786
546,01-12-2021 15:27:42.229000,0.4650671
547,01-12-2021 15:27:42.479000,0.463786
548,01-12-2021 15:27:42.729000,0.463786
549,01-12-2021 15:27:42.979000,0.463786
550,01-12-2021 15:27:43.229000,0.463786
551,01-12-2021 15:27:43.479000,0.4663484
552,01-12-2021 15:27:43.729000,0.4663484
553,01-12-2021 15:27:43.979000,0.4676295
554,01-12-2021 15:27:44.229000,0.4689107
555,01-12-2021 15:27:44.479000,0.4676295
556,01-12-2021 15:27:44.729000,0.4663484
557,01-12-2021 15:27:44.979000,0.4676295
558,01-12-2021 15:27:45.229000,0.4676295
559,01-12-2021 15:27:45.479000,0.4676295
560,01-12-2021 15:27:45.729000,0.4676295
561,01-12-2021 15:27:45.979000,0.4676295
562,01-12-2021 15:27:46.229000,0.4676295
563,01-12-2021 15:27:46.479000,0.4676295
564,01-12-2021 15:27:46.729000,0.4676295
565,01-12-2021 15:27:46.979000,0.4676295
566,01-12-2021 15:27:47.229000,0.4650671
567,01-12-2021 15:27:47.479000,0.4650671
568,01-12-2021 15:27:47.729000,0.4650671
569,01-12-2021 15:27:47.979000,0.4663484
570,01-12-2021 15:27:48.229000,0.4650671
